age,revenu_mensuel,revolving_utilization,debt_ratio,nb_open_credit_lines,nb_real_estate_loans,nb_dependents,nb_30_59_days_late,nb_60_89_days_late,nb_90_days_late,SeriousDlqin2yrs
22,3612.0,0.313,0.102,4,0,1,1,0,0,0
54,7467.0,0.324,0.53,3,1,2,0,1,0,0
34,4066.0,0.365,0.494,2,0,1,0,0,0,0
35,3638.0,0.4,0.058,4,1,2,1,0,0,0
20,3270.0,0.184,0.687,5,1,1,0,0,0,0
33,5321.0,0.1,0.56,1,0,2,0,0,0,0
27,5007.0,0.235,0.485,4,0,1,0,0,0,1
31,3219.0,0.49,0.648,3,0,1,0,0,0,0
36,2500.0,0.134,0.374,3,0,4,0,2,0,0
47,2500.0,0.738,0.243,4,0,1,1,0,0,0
40,3351.0,0.233,0.344,4,0,2,0,0,0,0
41,6681.0,0.366,0.478,7,0,2,0,0,1,1
27,3253.0,0.278,0.44,5,1,2,1,0,0,0
29,2787.0,0.398,0.448,3,1,0,2,0,0,0
55,2500.0,0.296,0.302,4,0,1,0,0,0,0
30,7195.0,0.469,0.212,5,0,2,0,0,0,0
54,4704.0,0.114,0.134,4,0,1,1,0,0,0
35,5209.0,0.106,0.119,3,1,2,1,0,0,0
38,5613.0,0.078,0.55,1,0,2,0,0,0,0
48,3381.0,0.183,0.652,3,2,1,0,0,0,0
50,3782.0,0.041,0.789,2,0,2,1,0,0,0
36,7114.0,0.227,0.196,3,0,2,0,0,0,0
34,3947.0,0.304,0.241,2,0,2,0,0,0,0
37,4743.0,0.357,0.103,7,0,2,1,0,0,0
41,5387.0,0.433,0.108,0,1,3,0,0,0,0
46,4863.0,0.15,0.387,1,2,0,0,0,0,0
38,3437.0,0.176,0.272,4,1,2,0,0,1,0
44,3586.0,0.523,0.252,3,0,5,0,0,0,0
54,5166.0,0.572,0.076,7,1,1,0,0,0,0
41,5163.0,0.164,0.491,3,2,2,0,0,0,0
41,6159.0,0.036,0.366,4,1,0,0,0,0,0
22,4666.0,0.393,0.289,3,0,0,0,1,0,0
20,4762.0,0.133,0.247,4,1,2,0,1,0,0
41,2979.0,0.327,0.348,6,0,2,0,0,0,0
37,2803.0,0.279,0.16,5,1,1,0,0,0,0
32,5173.0,0.152,0.243,1,1,1,0,0,0,0
40,2812.0,0.176,0.18,1,1,1,2,0,0,0
37,3607.0,0.4,0.179,5,0,1,1,0,0,0
49,6772.0,0.363,0.311,3,1,0,0,0,0,0
38,6306.0,0.238,0.343,5,2,0,0,0,0,0
30,4171.0,0.156,0.204,3,0,2,0,0,2,0
47,3187.0,0.454,0.248,4,0,1,0,2,0,0
35,3444.0,0.355,0.326,3,1,2,0,0,0,0
43,5380.0,0.323,0.279,3,0,1,0,0,0,0
33,3582.0,0.372,0.306,2,0,1,0,0,0,0
31,2832.0,0.079,0.429,7,0,1,0,0,0,0
38,6292.0,0.383,0.094,3,1,3,0,0,0,0
38,3951.0,0.518,0.534,3,0,0,0,0,0,0
42,2808.0,0.219,0.498,1,0,1,0,0,0,0
35,4517.0,0.231,0.347,4,0,2,0,0,0,0
20,5637.0,0.072,0.43,3,0,3,0,0,0,0
33,2500.0,0.425,0.259,5,0,5,0,0,0,0
45,3327.0,0.218,0.184,1,1,3,0,0,0,0
35,3258.0,0.202,0.217,7,0,0,0,0,0,0
35,4463.0,0.127,0.412,3,0,3,0,1,0,0
47,4839.0,0.175,0.639,5,0,2,0,0,0,0
30,2841.0,0.279,0.536,2,0,5,0,1,0,1
22,2500.0,0.404,0.531,1,0,4,1,0,0,0
36,5792.0,0.065,0.238,2,1,1,0,0,0,0
33,2500.0,0.269,0.196,7,0,2,0,0,0,0
28,4114.0,0.458,0.273,6,1,1,0,1,0,1
36,3431.0,0.27,0.163,5,0,1,0,0,0,0
42,3917.0,0.348,0.348,5,0,2,1,0,0,0
37,7655.0,0.311,0.652,3,1,3,0,0,1,1
41,14289.0,0.343,0.261,7,0,0,0,0,0,0
56,2500.0,0.322,0.147,2,0,2,1,0,1,0
34,5669.0,0.313,0.212,5,0,3,1,0,0,0
40,3394.0,0.318,0.15,2,1,2,1,0,0,0
32,5834.0,0.134,0.261,1,0,2,0,0,0,0
29,5601.0,0.319,0.282,4,2,0,0,0,0,0
32,6866.0,0.055,0.46,1,0,1,0,0,0,0
33,4139.0,0.341,0.593,3,0,2,0,0,0,0
41,2500.0,0.31,0.073,8,1,4,0,0,0,0
61,5527.0,0.135,0.265,6,0,1,0,0,0,0
30,3840.0,0.035,0.54,9,1,0,0,0,1,1
33,3277.0,0.25,0.436,5,0,0,0,0,0,0
37,2939.0,0.243,0.395,4,1,0,0,0,0,0
41,5726.0,0.137,0.457,4,0,2,0,0,0,0
40,7491.0,0.253,0.449,3,0,0,0,0,0,0
50,2500.0,0.378,0.44,3,1,0,0,0,0,0
20,4817.0,0.129,0.252,3,0,1,0,1,0,0
20,3079.0,0.238,0.317,3,2,0,0,0,0,0
33,2500.0,0.233,0.283,4,2,2,0,0,0,0
48,3891.0,0.275,0.23,2,0,1,1,0,0,0
22,2503.0,0.528,0.633,8,0,1,0,0,0,0
20,2500.0,0.195,0.211,3,1,3,1,0,0,0
43,2561.0,0.354,0.417,4,0,4,0,0,0,0
40,2500.0,0.167,0.203,5,0,5,1,0,0,0
27,2722.0,0.345,0.476,6,0,0,1,1,0,1
28,2500.0,0.37,0.322,6,0,1,0,1,0,0
28,3048.0,0.151,0.372,7,1,2,0,0,0,0
39,2641.0,0.085,0.477,5,3,3,0,0,0,0
31,4311.0,0.13,0.322,4,0,2,0,2,1,1
42,4756.0,0.16,0.042,3,0,2,0,0,0,0
20,4093.0,0.322,0.061,5,0,0,0,1,1,0
29,3275.0,0.111,0.243,2,0,3,0,0,0,1
26,3235.0,0.069,0.228,6,1,0,0,1,0,0
35,2500.0,0.281,0.251,4,1,2,0,1,1,0
32,2525.0,0.362,0.187,2,0,3,0,0,0,0
45,4997.0,0.151,0.358,3,0,1,0,0,0,0
20,2500.0,0.217,0.413,6,1,0,1,0,0,0
38,3511.0,0.42,0.493,2,0,1,0,1,0,1
43,3148.0,0.316,0.365,5,0,0,0,0,0,1
56,4768.0,0.244,0.106,10,0,1,0,1,1,0
33,2500.0,0.184,0.271,3,0,0,0,0,1,0
41,3661.0,0.162,0.175,5,1,2,0,0,0,0
20,4249.0,0.773,0.196,5,0,3,1,0,0,1
20,2500.0,0.142,0.13,3,0,0,1,0,0,0
46,2500.0,0.338,0.476,6,1,3,0,0,0,0
37,3494.0,0.124,0.76,2,0,0,0,0,0,0
49,4589.0,0.328,0.574,4,0,2,0,0,0,0
24,3953.0,0.774,0.366,5,0,0,0,0,0,0
43,4685.0,0.709,0.176,5,1,0,0,0,0,0
56,2500.0,0.565,0.459,3,0,2,0,1,0,1
42,2500.0,0.324,0.311,3,0,1,0,0,0,0
40,3782.0,0.203,0.551,4,0,0,0,0,0,1
38,2500.0,0.447,0.575,3,1,0,0,0,0,0
22,2500.0,0.547,0.317,3,1,2,0,0,0,0
51,5539.0,0.351,0.668,2,0,2,0,0,0,0
31,3964.0,0.066,0.029,3,1,6,0,0,0,0
43,2820.0,0.315,0.108,5,1,0,0,1,1,1
22,2659.0,0.323,0.415,8,0,2,0,0,1,1
26,4815.0,0.188,0.107,7,0,1,0,0,0,0
52,4005.0,0.659,0.313,1,0,4,0,1,0,1
34,2500.0,0.661,0.507,7,0,1,0,0,0,0
52,2500.0,0.375,0.133,3,1,0,0,1,0,0
37,8491.0,0.653,0.083,2,0,1,2,0,0,0
20,2500.0,0.059,0.018,1,0,1,0,0,1,0
46,4617.0,0.324,0.151,7,1,1,0,0,0,0
32,7185.0,0.612,0.279,1,0,3,0,1,0,0
44,3891.0,0.739,0.279,2,0,0,0,0,0,0
38,2779.0,0.246,0.155,3,0,2,1,0,0,0
22,2500.0,0.341,0.723,2,1,1,0,0,0,0
39,2500.0,0.492,0.132,5,0,3,0,1,0,0
59,4314.0,0.478,0.289,6,1,0,0,1,0,0
42,6995.0,0.38,0.322,4,1,2,1,0,0,0
37,3047.0,0.139,0.478,5,0,1,1,0,0,0
48,2835.0,0.068,0.492,4,1,2,0,1,0,0
40,4983.0,0.158,0.301,3,0,0,0,1,1,1
40,2674.0,0.408,0.497,4,1,5,0,0,0,0
27,4120.0,0.08,0.136,3,0,1,0,0,0,0
40,3710.0,0.162,0.589,2,0,0,0,0,0,0
48,3028.0,0.315,0.089,4,1,5,0,0,0,0
29,3616.0,0.177,0.218,3,1,1,0,1,0,0
52,8050.0,0.108,0.369,6,0,2,0,0,0,0
37,4779.0,0.59,0.133,1,0,4,0,0,0,0
29,5953.0,0.26,0.503,2,0,0,0,0,0,0
47,2500.0,0.099,0.283,1,0,1,0,0,1,0
35,5962.0,0.644,0.173,7,1,1,0,0,0,0
45,4854.0,0.321,0.727,5,0,0,1,1,0,1
35,2500.0,0.264,0.144,3,0,0,0,0,0,0
37,4642.0,0.241,0.264,3,1,1,0,0,0,0
42,2890.0,0.371,0.435,5,1,1,0,0,1,0
40,2500.0,0.169,0.33,9,0,3,0,0,0,0
20,3860.0,0.265,0.187,2,0,0,0,0,0,0
26,4640.0,0.096,0.397,4,2,4,0,0,0,0
47,3898.0,0.298,0.48,4,0,3,0,1,1,1
36,3466.0,0.25,0.257,1,0,3,2,0,0,0
32,3138.0,0.099,0.691,2,0,1,1,0,0,0
24,11048.0,0.668,0.508,5,1,0,1,0,0,0
27,2500.0,0.2,0.139,6,0,4,0,0,0,0
20,5393.0,0.264,0.524,2,0,3,0,1,0,0
36,3666.0,0.575,0.629,4,1,2,0,0,0,0
32,2500.0,0.734,0.278,3,0,1,0,0,0,0
28,3563.0,0.293,0.229,3,1,1,0,2,0,0
37,2500.0,0.042,0.462,4,0,0,0,0,0,0
41,2785.0,0.303,0.277,4,0,1,0,1,0,0
58,3565.0,0.431,0.501,4,0,0,1,1,0,1
22,2500.0,0.51,0.295,5,1,3,0,1,0,0
49,4573.0,0.278,0.478,3,0,3,0,0,0,0
47,2500.0,0.315,0.846,9,0,2,1,0,0,0
30,2500.0,0.151,0.436,5,0,0,0,0,1,1
40,2500.0,0.704,0.159,4,0,1,0,0,0,0
33,9693.0,0.663,0.131,7,0,1,0,0,1,1
39,2500.0,0.206,0.383,4,0,2,0,0,0,0
53,4430.0,0.067,0.263,3,0,3,0,0,0,0
44,2596.0,0.206,0.144,3,0,1,0,0,0,0
43,3110.0,0.643,0.182,5,0,1,1,0,0,0
33,4778.0,0.307,0.048,8,0,0,0,0,0,0
23,4674.0,0.285,0.239,6,1,2,0,0,0,0
35,2680.0,0.156,0.255,4,0,1,0,0,0,0
50,2500.0,0.535,0.477,3,0,4,0,0,0,0
22,4817.0,0.753,0.16,2,0,0,1,1,0,1
27,4668.0,0.401,0.449,10,0,4,0,0,0,0
39,3203.0,0.114,0.282,5,0,2,1,0,0,0
28,4442.0,0.244,0.502,2,0,0,0,0,0,0
30,2979.0,0.037,0.151,5,1,0,0,0,0,0
33,2509.0,0.362,0.211,6,0,0,1,0,0,0
24,3647.0,0.272,0.422,5,1,2,1,0,0,0
28,4599.0,0.345,0.15,7,1,0,1,0,0,0
45,4185.0,0.349,0.317,4,0,0,0,1,0,0
24,4578.0,0.042,0.554,2,0,3,0,0,0,0
22,2586.0,0.318,0.505,4,1,1,0,0,0,0
31,7419.0,0.24,0.31,3,1,1,0,0,0,0
45,3121.0,0.217,0.464,3,0,2,0,0,0,0
36,3451.0,0.222,0.349,2,2,1,1,1,0,0
33,2500.0,0.339,0.038,2,0,0,0,0,0,0
38,3337.0,0.554,0.619,3,0,1,0,0,0,1
20,4626.0,0.444,0.553,2,0,2,0,0,0,0
42,5131.0,0.402,0.347,4,1,2,0,0,0,0
41,7353.0,0.12,0.358,3,0,2,1,1,0,1
33,4601.0,0.517,0.63,3,0,2,0,0,0,0
48,4124.0,0.28,0.719,7,2,0,1,0,0,0
26,2978.0,0.256,0.362,1,1,1,1,0,0,0
49,2703.0,0.481,0.208,6,0,2,0,0,0,0
39,5634.0,0.103,0.197,9,1,1,0,0,0,0
34,5586.0,0.389,0.485,2,0,0,0,0,0,0
37,2500.0,0.564,0.383,2,1,3,0,0,0,0
36,5041.0,0.127,0.474,5,0,1,0,1,0,0
50,4879.0,0.134,0.353,5,0,0,1,1,0,0
27,2500.0,0.265,0.035,2,0,2,0,0,0,0
30,4643.0,0.131,0.548,5,0,0,0,0,0,1
48,2500.0,0.239,0.603,2,0,1,1,0,0,0
32,2500.0,0.417,0.048,4,0,1,0,0,0,0
47,3388.0,0.327,0.414,3,1,2,1,0,0,0
54,4089.0,0.047,0.299,5,0,6,0,0,0,0
33,3457.0,0.467,0.174,3,0,0,2,0,0,0
44,13229.0,0.293,0.07,4,1,1,0,0,0,0
26,4318.0,0.276,0.35,5,1,1,0,0,0,0
45,3890.0,0.112,0.515,5,0,3,0,0,0,0
39,4417.0,0.6,0.094,6,1,0,0,0,0,0
42,2985.0,0.55,0.418,2,0,1,1,0,0,0
31,5532.0,0.255,0.493,3,1,3,0,0,0,0
21,4283.0,0.275,0.093,6,0,0,0,0,1,0
43,4196.0,0.361,0.288,4,0,2,0,0,0,0
20,2749.0,0.486,0.258,7,0,2,0,1,0,0
34,2500.0,0.316,0.272,2,0,3,0,0,0,0
47,2906.0,0.357,0.43,1,1,1,0,0,0,0
39,4135.0,0.559,0.061,6,1,0,1,0,0,0
57,2981.0,0.051,0.472,6,0,1,1,0,0,0
48,4152.0,0.065,0.295,4,0,0,0,0,0,0
31,3279.0,0.142,0.121,5,1,5,0,0,0,0
38,4419.0,0.439,0.43,4,0,0,0,0,0,0
37,2500.0,0.122,0.143,3,0,0,0,0,0,0
22,3971.0,0.385,0.76,2,0,2,1,0,0,0
28,2729.0,0.066,0.377,3,0,1,1,0,0,0
32,2500.0,0.443,0.655,5,1,2,0,0,0,0
20,3380.0,0.149,0.118,3,0,3,0,0,0,0
38,7269.0,0.114,0.445,2,0,2,0,0,0,0
35,2500.0,0.309,0.127,4,0,1,0,0,0,0
21,3842.0,0.41,0.183,5,1,2,0,1,0,0
42,5213.0,0.215,0.359,6,1,2,0,1,0,1
45,10250.0,0.197,0.317,5,0,2,2,0,0,0
40,2917.0,0.38,0.333,4,1,1,0,0,0,0
34,2740.0,0.312,0.466,6,0,2,2,0,0,0
43,2500.0,0.14,0.218,6,0,3,0,0,0,0
44,6083.0,0.024,0.447,6,0,1,1,0,0,0
41,2500.0,0.151,0.239,1,1,0,0,0,1,0
29,3082.0,0.55,0.252,3,0,2,0,0,0,0
40,2500.0,0.317,0.401,3,1,2,1,0,0,0
49,5420.0,0.028,0.128,1,0,1,0,0,0,0
32,6132.0,0.417,0.607,3,0,3,0,0,0,0
58,5327.0,0.135,0.207,4,1,1,0,0,0,0
32,2500.0,0.535,0.39,4,1,1,0,2,1,1
38,4785.0,0.055,0.215,9,0,2,0,0,1,1
31,2500.0,0.284,0.253,4,2,1,0,1,0,0
40,3737.0,0.039,0.415,2,1,4,0,0,0,0
20,3993.0,0.194,0.445,3,0,2,0,1,0,1
32,4186.0,0.518,0.237,6,0,1,0,0,0,0
27,4631.0,0.382,0.314,4,1,0,0,0,0,0
39,3628.0,0.393,0.146,7,1,2,0,0,0,0
47,2500.0,0.547,0.369,4,0,0,0,0,0,0
44,4632.0,0.663,0.436,7,1,2,1,0,0,1
20,3804.0,0.411,0.022,5,0,1,1,0,1,0
58,2500.0,0.095,0.648,6,1,1,0,0,0,0
40,2500.0,0.126,0.207,2,1,2,0,1,0,0
30,7281.0,0.175,0.479,6,0,4,0,0,1,1
39,6337.0,0.352,0.598,2,0,0,0,0,0,0
39,5002.0,0.016,0.167,8,0,0,0,0,0,0
31,2686.0,0.148,0.71,5,1,1,0,0,0,0
39,2500.0,0.409,0.178,2,0,1,0,0,0,1
31,5136.0,0.363,0.614,3,2,2,0,0,0,0
33,4294.0,0.328,0.438,9,0,4,0,0,0,1
31,3076.0,0.32,0.316,4,0,1,0,1,0,0
23,6040.0,0.3,0.453,3,2,0,0,0,0,0
39,5333.0,0.242,0.067,4,0,2,0,0,0,0
43,3941.0,0.307,0.419,4,0,2,0,0,1,0
43,3699.0,0.33,0.54,6,1,4,0,1,1,1
46,3725.0,0.259,0.245,6,0,3,1,0,0,0
41,4944.0,0.493,0.219,4,0,1,1,1,1,0
32,2500.0,0.292,0.288,3,0,1,1,0,0,1
46,4410.0,0.182,0.186,1,0,0,0,0,1,1
24,2500.0,0.344,0.342,5,1,0,0,0,0,0
28,6644.0,0.524,0.296,5,1,1,0,0,0,0
28,4626.0,0.568,0.451,3,0,3,0,1,0,0
48,2671.0,0.251,0.303,3,0,2,0,0,0,0
47,3775.0,0.307,0.453,6,1,0,0,0,0,0
42,2500.0,0.227,0.29,3,0,1,0,0,0,0
48,7164.0,0.097,0.489,2,0,2,0,0,0,0
29,7557.0,0.371,0.217,4,2,0,0,0,1,0
41,4981.0,0.104,0.526,0,0,1,0,0,2,1
36,7336.0,0.101,0.251,4,0,2,0,0,0,0
46,3898.0,0.15,0.318,6,1,3,1,0,0,0
36,5134.0,0.297,0.319,2,0,3,1,0,0,0
34,6318.0,0.179,0.205,9,0,1,0,0,0,0
43,3632.0,0.234,0.517,4,1,1,0,0,0,0
46,3759.0,0.324,0.293,3,0,2,0,0,1,0
31,5542.0,0.472,0.326,5,0,1,0,0,0,0
37,4870.0,0.443,0.323,2,0,2,0,0,0,0
27,2592.0,0.43,0.276,4,0,3,0,0,0,0
20,2500.0,0.327,0.231,6,1,2,1,0,0,0
40,3364.0,0.461,0.357,4,1,1,0,0,1,0
44,2500.0,0.54,0.304,6,1,3,0,0,0,0
40,2500.0,0.104,0.448,6,0,0,1,0,1,0
20,2500.0,0.377,0.406,5,0,1,1,0,0,0
34,2819.0,0.514,0.176,3,0,2,0,1,0,0
20,5267.0,0.394,0.446,2,0,4,0,0,0,0
51,5808.0,0.163,0.429,7,1,2,0,0,0,0
27,4578.0,0.316,0.59,5,0,0,0,0,0,0
50,4840.0,0.36,0.767,2,0,1,1,0,0,1
47,4891.0,0.117,0.083,2,0,2,0,0,0,0
28,2500.0,0.024,0.143,1,1,4,0,2,0,0
26,3658.0,0.276,0.374,7,0,4,1,1,0,1
41,2500.0,0.483,0.318,5,2,4,0,0,0,0
29,4578.0,0.239,0.337,4,1,0,1,0,0,0
39,2500.0,0.638,0.217,5,0,1,2,0,0,0
33,3357.0,0.04,0.225,0,1,2,2,0,0,0
20,4659.0,0.426,0.077,4,0,1,1,0,0,0
20,2500.0,0.245,0.217,5,2,1,1,0,0,0
40,5613.0,0.094,0.464,3,1,0,0,0,0,1
32,4573.0,0.718,0.265,5,0,3,1,0,1,1
32,4322.0,0.305,0.312,3,1,3,0,0,0,1
44,4985.0,0.255,0.084,6,0,3,1,0,0,0
49,3098.0,0.379,0.14,4,1,3,0,0,0,0
35,3899.0,0.121,0.407,3,2,2,0,0,0,0
34,3657.0,0.24,0.312,4,0,2,0,0,1,1
43,3620.0,0.413,0.416,4,0,2,0,0,0,0
24,2691.0,0.49,0.291,4,0,3,0,0,0,0
40,2500.0,0.207,0.288,4,0,2,0,1,0,1
43,3129.0,0.4,0.179,2,0,0,0,0,1,0
44,3052.0,0.319,0.175,3,0,2,0,0,0,0
20,2614.0,0.093,0.518,5,0,2,2,1,0,0
30,5342.0,0.682,0.524,4,0,0,1,0,1,1
29,2500.0,0.122,0.018,4,0,3,0,2,0,0
38,3371.0,0.024,0.416,2,0,3,1,1,0,1
42,6154.0,0.066,0.321,3,0,0,1,0,0,0
52,5481.0,0.135,0.384,2,1,0,0,1,0,0
33,6294.0,0.398,0.319,7,0,2,0,0,0,1
33,2791.0,0.356,0.494,2,0,0,1,0,0,0
49,5182.0,0.286,0.177,5,0,4,0,0,0,0
40,2500.0,0.073,0.272,3,0,1,0,0,0,0
50,3216.0,0.136,0.647,5,0,3,1,0,1,1
40,3355.0,0.047,0.624,3,2,1,0,0,0,1
26,2810.0,0.225,0.581,0,0,0,0,0,0,0
24,3094.0,0.085,0.202,4,0,3,0,0,0,0
22,2916.0,0.39,0.207,4,0,2,1,0,0,0
44,2500.0,0.341,0.471,3,0,3,1,0,0,0
49,5353.0,0.146,0.239,2,0,2,0,1,0,0
56,3354.0,0.423,0.09,2,2,0,0,0,0,0
46,3986.0,0.211,0.326,5,1,0,0,0,0,0
49,3919.0,0.061,0.358,4,1,0,0,0,0,0
32,3732.0,0.291,0.368,3,1,1,0,1,0,0
26,3796.0,0.05,0.612,8,1,2,1,1,0,1
46,3173.0,0.439,0.199,6,0,0,1,0,0,0
42,6893.0,0.374,0.202,4,0,3,0,0,1,1
39,5127.0,0.296,0.715,5,0,1,0,0,0,0
41,3671.0,0.23,0.324,5,0,1,0,1,0,0
41,2977.0,0.236,0.17,3,0,0,0,0,0,0
50,3451.0,0.102,0.187,1,0,1,0,0,0,0
50,4394.0,0.159,0.249,3,1,1,0,0,1,0
43,7151.0,0.565,0.312,8,0,3,0,0,0,0
46,2500.0,0.364,0.55,9,0,3,0,0,0,0
43,4900.0,0.205,0.661,3,0,0,0,0,0,0
33,6045.0,0.281,0.278,2,0,1,0,0,0,1
45,2500.0,0.498,0.438,5,1,0,0,2,0,1
24,3356.0,0.335,0.072,2,0,0,0,0,0,0
48,2500.0,0.549,0.608,1,0,0,1,0,0,0
26,4419.0,0.292,0.582,4,0,1,0,0,0,0
40,3099.0,0.338,0.332,5,1,1,3,1,1,1
29,3434.0,0.438,0.27,1,0,1,0,0,0,0
43,3026.0,0.14,0.619,3,0,2,0,0,0,0
37,5035.0,0.35,0.442,6,0,3,0,0,0,0
22,4036.0,0.362,0.678,2,0,1,0,0,0,1
42,4040.0,0.413,0.647,5,0,2,0,0,0,0
32,3914.0,0.107,0.48,2,0,3,0,0,0,0
46,4711.0,0.623,0.553,4,2,0,0,0,0,0
38,3236.0,0.471,0.384,4,1,2,0,0,0,0
41,7827.0,0.228,0.169,5,0,1,0,0,0,0
28,2500.0,0.193,0.379,3,1,1,0,0,0,0
32,2500.0,0.221,0.167,2,1,0,0,0,0,1
33,2500.0,0.267,0.078,2,2,2,0,0,0,0
46,2500.0,0.057,0.317,2,1,2,0,0,0,0
54,4929.0,0.441,0.232,1,0,3,0,1,1,1
29,4666.0,0.266,0.312,4,0,0,0,0,0,0
48,6270.0,0.182,0.517,7,1,2,0,0,0,0
20,2500.0,0.182,0.418,1,1,2,0,0,0,0
26,5092.0,0.168,0.276,4,1,1,0,0,0,0
28,3735.0,0.349,0.563,3,0,1,0,0,0,0
24,3924.0,0.072,0.052,2,0,0,1,0,0,1
22,4825.0,0.471,0.135,4,1,1,0,0,0,0
42,2591.0,0.074,0.098,5,0,2,0,0,0,0
35,11664.0,0.35,0.535,5,0,2,0,1,0,0
41,6630.0,0.106,0.093,3,0,3,0,0,0,0
44,2866.0,0.192,0.125,7,0,1,0,0,0,0
40,2500.0,0.114,0.573,3,0,2,0,1,0,0
44,3500.0,0.097,0.575,5,1,1,0,0,1,0
37,3952.0,0.434,0.18,1,0,1,0,0,1,0
26,5881.0,0.216,0.13,5,0,1,0,0,0,0
48,2500.0,0.266,0.081,3,0,2,0,0,0,0
32,4140.0,0.392,0.385,8,0,0,0,0,0,0
28,2500.0,0.326,0.052,5,0,2,0,0,0,0
36,4431.0,0.123,0.492,4,0,1,0,0,0,0
28,3469.0,0.341,0.215,5,0,1,0,0,0,0
33,8704.0,0.643,0.235,7,0,3,2,0,0,1
41,2500.0,0.195,0.128,2,1,2,0,0,0,0
41,6746.0,0.285,0.674,4,0,0,1,0,0,1
29,2500.0,0.173,0.141,1,0,1,0,0,0,0
33,2500.0,0.444,0.439,6,1,3,1,0,0,0
48,2500.0,0.332,0.522,4,0,1,0,0,0,0
42,4075.0,0.198,0.311,5,0,6,0,0,0,0
58,2500.0,0.279,0.35,2,1,1,0,0,0,0
49,2500.0,0.493,0.434,4,0,1,1,0,0,0
49,3989.0,0.083,0.224,3,1,0,0,0,0,1
24,4462.0,0.14,0.126,6,0,1,0,0,0,0
45,3707.0,0.398,0.255,2,0,1,2,0,0,0
37,3385.0,0.286,0.301,6,0,1,0,1,0,0
32,8292.0,0.021,0.539,4,1,4,0,0,0,0
39,3888.0,0.485,0.337,1,1,1,0,0,0,0
47,5232.0,0.032,0.273,3,1,2,0,0,0,0
43,3883.0,0.291,0.427,2,0,2,1,1,0,0
29,2500.0,0.127,0.249,7,0,6,0,0,0,0
45,4663.0,0.196,0.515,2,0,2,0,1,0,0
31,2711.0,0.338,0.235,2,0,1,1,0,0,0
40,3495.0,0.695,0.146,3,0,0,0,1,0,0
34,4177.0,0.315,0.355,3,0,1,0,0,0,0
35,2500.0,0.063,0.041,2,1,0,0,0,0,0
45,2500.0,0.184,0.269,10,0,3,1,0,1,1
27,5482.0,0.192,0.712,4,0,2,0,1,0,1
57,2701.0,0.533,0.178,6,3,3,1,0,0,0
20,2759.0,0.135,0.491,8,1,0,0,0,0,0
32,3924.0,0.332,0.413,1,3,1,0,0,0,0
41,3061.0,0.486,0.58,5,0,2,0,0,0,0
43,4394.0,0.256,0.151,0,1,3,0,0,0,0
36,3558.0,0.311,0.03,4,0,0,1,0,0,0
37,3981.0,0.509,0.065,6,0,5,0,0,0,0
42,2655.0,0.008,0.367,3,0,1,1,0,0,0
35,3972.0,0.147,0.127,2,0,2,1,0,0,0
51,5987.0,0.352,0.424,3,0,0,0,0,1,0
46,2820.0,0.486,0.185,5,0,1,1,0,0,0
46,5497.0,0.256,0.307,4,2,1,1,0,1,0
28,3557.0,0.264,0.192,5,0,3,1,1,0,0
37,5067.0,0.285,0.324,3,1,2,0,0,0,0
34,3858.0,0.632,0.108,4,0,0,0,0,0,0
27,3587.0,0.5,0.336,3,0,2,0,0,0,0
41,4262.0,0.345,0.415,6,0,2,0,0,0,0
32,6286.0,0.023,0.72,6,0,2,0,1,0,0
44,4049.0,0.505,0.377,1,1,4,0,0,0,0
27,4516.0,0.082,0.417,7,0,0,0,0,0,0
55,3085.0,0.215,0.218,3,0,1,0,0,0,0
29,7383.0,0.288,0.298,5,0,1,1,0,0,0
40,4857.0,0.235,0.442,2,0,2,1,0,0,0
45,3771.0,0.166,0.331,3,1,2,0,0,0,0
32,3445.0,0.162,0.231,6,0,4,0,0,1,1
46,5654.0,0.141,0.178,1,1,1,0,0,0,0
25,2772.0,0.193,0.567,8,0,3,1,0,0,0
52,2500.0,0.332,0.27,3,0,1,1,0,0,0
38,3762.0,0.331,0.496,4,0,4,0,1,0,0
32,6220.0,0.109,0.259,5,1,2,0,0,0,0
35,7451.0,0.169,0.142,10,1,2,0,0,0,0
46,3469.0,0.252,0.04,5,0,1,1,0,0,0
32,3713.0,0.036,0.149,4,0,3,1,0,0,0
30,4600.0,0.859,0.349,4,0,3,0,0,2,1
35,3233.0,0.578,0.153,7,0,0,0,0,0,0
26,4593.0,0.551,0.355,2,0,3,0,0,0,0
56,3504.0,0.243,0.143,7,0,3,2,0,0,0
32,5739.0,0.217,0.052,5,0,0,1,0,0,0
46,5041.0,0.027,0.223,5,1,3,0,0,0,0
40,5243.0,0.362,0.348,2,0,2,0,1,1,1
28,3320.0,0.384,0.334,1,0,1,0,0,0,0
37,8662.0,0.441,0.444,1,0,2,0,0,0,0
45,4527.0,0.209,0.321,2,1,1,1,0,0,0
36,4070.0,0.308,0.33,4,1,1,0,0,0,0
49,2585.0,0.324,0.525,6,0,1,0,1,1,1
48,3485.0,0.534,0.663,4,0,1,0,0,0,0
47,3833.0,0.108,0.323,1,0,0,2,0,0,1
33,2554.0,0.096,0.065,7,0,1,1,1,0,0
27,3192.0,0.151,0.698,4,0,4,0,0,0,0
31,3379.0,0.171,0.27,4,0,1,0,0,0,0
39,3734.0,0.399,0.081,2,0,0,0,0,0,0
